fsd_no;fsd_vr;fsd_id;fsd_li;v1_1;v1_2;v1_3;v1_4;v1_5;v1_6;v2;v3_1;v3_2;v3_3;v3_4;v3_5;v4_1;v4_2;v4_3;v4_4;v5_1;v5_2;v5_3;v5_4;bv1;bv2;bv3_1;bv3_2;bv3_3;bv3_4;bv3_5;bv3_6;bv3_7;bv3_8;bv4;bv5;bv6
3077;2;1177;(A) openly available for all users without registration (CC BY 4.0);2;1;2;2;2;1;1;1;3;5;9;3;1;2;2;3;3;1;4;3;1;41; ;4; ; ; ; ; ; ;9;1;,480506
3077;2;1178;(A) openly available for all users without registration (CC BY 4.0);1;1;2;1;2;1;2;1;4;1;1;1;2;1;2;3;3;4;4;2;1;35; ;4; ; ; ; ; ; ;3;1;1,033966
3077;2;1179;(A) openly available for all users without registration (CC BY 4.0);2;2;1;1;2;2;1;1;9;1;1;3;3;9;1;3;3;2;3;1;1;30; ;9; ; ; ; ; ; ;9;1;,991481
3077;2;1180;(A) openly available for all users without registration (CC BY 4.0);1;1;2;2;1;1;1;1;2;5;3;2;9;4;1;3;3;1;1;4;2;75; ;8; ; ; ; ; ; ;9;1;1,332706
3077;2;1181;(A) openly available for all users without registration (CC BY 4.0);9;9;2;1;2;1;2;2;4;1;1;2;1;4;1;3;3;1;3;1;1;52; ;3; ; ; ; ; ; ;4;1;,432599
3077;2;1182;(A) openly available for all users without registration (CC BY 4.0);1;1;2;2;2;1;2;2;2;2;2;1;1;4;1;3;3;9;9;3;2;26; ;8; ; ; ; ; ; ;4;1;,470002
3077;2;1183;(A) openly available for all users without registration (CC BY 4.0);1;1;1;2;1;2;2;1;2;1;2;5;2;2;1;3;3;1;1;9;1;29; ;4; ; ; ; ; ; ;4;1;,470092
3077;2;1184;(A) openly available for all users without registration (CC BY 4.0);1;9;2;2;1;2;1;1;1;3;2;2;4;1;1;3;3;2;1;4;1;50; ;4; ; ; ; ; ; ;4;1;1,064279
3077;2;1185;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;2;1;2;1;2;2;1;2;1;9;9;2;3;1;1;1;2;29; ;7; ; ; ; ; ; ;4;1;1,918108
3077;2;1186;(A) openly available for all users without registration (CC BY 4.0);2;2;2;2;1;2;1;1;1;2;5;1;1;4;9;2;3;1;1;1;1;28; ;3; ; ; ; ; ; ;4;1;,981877
3077;2;1187;(A) openly available for all users without registration (CC BY 4.0);1;2;1;1;1;1;2;1;3;5;2;2;2;1;9;2;3;1;4;4;2;70; ;3; ; ; ; ; ; ;5;1;,55453
3077;2;1188;(A) openly available for all users without registration (CC BY 4.0);1;1;9;9;9;2;1;1;1;2;2;1;2;9;4;2;3;4;4;4;1;30; ;7; ; ; ; ; ; ;4;1;1,856041
3077;2;1189;(A) openly available for all users without registration (CC BY 4.0);2;1;1;1;1;2;1;1;1;2;2;2;3;4;4;2;3;1;1;4;1;26; ;1; ; ; ; ; ; ;4;1;1,435242
3077;2;1190;(A) openly available for all users without registration (CC BY 4.0);1;1;2;1;2;1;1;2;2;2;3;1;2;4;4;2;3;1;1;2;2;24; ;5; ; ; ; ; ; ;1;1;1,065787
3077;2;1191;(A) openly available for all users without registration (CC BY 4.0);1;1;1;2;2;1;1;3;3;4;1;2;1;4;4;2;3;2;3;2;2;21; ;4; ; ; ; ; ; ;4;1;,880568
3077;2;1192;(A) openly available for all users without registration (CC BY 4.0);2;1;1;1;1;1;2;1;3;1;2;1;3;2;4;2;3;2;4;2;2;39; ;4; ; ; ; ; ; ;4;1;,576493
3077;2;1193;(A) openly available for all users without registration (CC BY 4.0);1;1;2;1;1;1;1;2;2;3;3;1;1;1;4;2;3;3;2;1;2;32; ;2; ; ; ; ; ; ;7;1;1,712583
3077;2;1194;(A) openly available for all users without registration (CC BY 4.0);1;2;1;2;1;1;2;2;2;2;2;1;3;2;3;2;3;1;4;3;1;18; ;5; ; ; ; ; ; ;1;1;1,05221
3077;2;1195;(A) openly available for all users without registration (CC BY 4.0);1;2;1;1;1;1;2;1;2;2;2;3;1;2;3;2;3;1;1;3;1;51; ;9; ; ; ; ; ; ;4;1;1,172811
3077;2;1196;(A) openly available for all users without registration (CC BY 4.0);1;1;1;9;2;1;1;2;2;3;2;1;1;2;3;2;3;2;3;3;1;44; ;4; ; ; ; ; ; ;4;1;,480506
3077;2;1197;(A) openly available for all users without registration (CC BY 4.0);1;1;1;2;2;1;1;1;1;2;1;1;4;1;3;2;3;9;2;4;2;49; ;5; ; ; ; ; ; ;9;1;,494879
3077;2;1198;(A) openly available for all users without registration (CC BY 4.0);2;2;9;9;2;1;1;1;2;2;2;2;1;1;3;2;3;4;1;4;2;49; ;5; ; ; ; ; ; ;4;1;,526867
3077;2;1199;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;2;2;1;2;1;2;1;1;3;2;3;2;3;4;1;46; ;5; ; ; ; ; ; ;2;1;1,048659
3077;2;1200;(A) openly available for all users without registration (CC BY 4.0);2;2;1;1;1;1;2;1;1;2;2;1;2;4;2;2;3;2;2;3;1;53; ;9; ; ; ; ; ; ;6;1;,5978
3077;2;1201;(A) openly available for all users without registration (CC BY 4.0);1;2;2;9;2;1;1;1;4;1;1;1;1;4;2;2;3;9;9;1;2;57; ;9; ; ; ; ; ; ;1;1;1,156024
3077;2;1202;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;1;1;1;2;3;2;3;2;2;2;3;1;2;4;1;35; ;7; ; ; ; ; ; ;9;1;1,856041
3077;2;1203;(A) openly available for all users without registration (CC BY 4.0);1;2;2;2;2;9;3;2;2;2;1;1;2;2;2;2;3;4;4;2;2;31; ;3; ; ; ; ; ; ;2;1;,584983
3077;2;1204;(A) openly available for all users without registration (CC BY 4.0);2;1;1;1;2;2;2;1;3;3;1;1;1;1;2;2;3;2;1;1;1;35; ;3; ; ; ; ; ; ;7;1;,407947
3077;2;1205;(A) openly available for all users without registration (CC BY 4.0);1;1;1;2;2;2;1;2;2;3;2;1;3;4;1;2;3;2;2;2;1;57; ;8; ; ; ; ; ; ;3;1;1,009401
3077;2;1206;(A) openly available for all users without registration (CC BY 4.0);1;1;2;1;2;1;2;3;9;3;3;1;2;4;1;2;3;2;2;2;2;59; ;3; ; ; ; ; ; ;4;1;,899925
3077;2;1207;(A) openly available for all users without registration (CC BY 4.0);1;2;1;2;1;1;2;1;1;2;2;1;2;4;1;2;3;1;9;2;2;43; ;3; ; ; ; ; ; ;7;1;1,204114
3077;2;1208;(A) openly available for all users without registration (CC BY 4.0);2;2;2;2;2;2;1;1;5;2;2;2;4;3;1;2;3;4;1;4;2;29; ;9; ; ; ; ; ; ;3;1;1,191967
3077;2;1209;(A) openly available for all users without registration (CC BY 4.0);2;2;2;1;2;2;1;2;2;2;3;2;1;3;1;2;3;1;3;2;2;46; ;5; ; ; ; ; ; ;4;1;1,110554
3077;2;1210;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;2;2;2;1;5;4;1;1;3;2;1;2;3;1;2;1;2;26; ;3; ; ; ; ; ; ;2;1;,889756
3077;2;1211;(A) openly available for all users without registration (CC BY 4.0);2;1;1;2;2;1;1;2;1;2;1;1;3;2;1;2;3;9;9;2;2;26; ;9; ; ; ; ; ; ;3;1;,570677
3077;2;1212;(A) openly available for all users without registration (CC BY 4.0);2;2;2;1;2;2;2;1;3;2;2;1;4;1;1;2;3;1;1;2;1;51; ;9; ; ; ; ; ; ;4;1;1,248619
3077;2;1213;(A) openly available for all users without registration (CC BY 4.0);1;1;9;1;2;2;2;2;1;3;2;3;3;1;1;2;3;1;3;1;1;26; ;3; ; ; ; ; ; ;4;1;,420561
3077;2;1214;(A) openly available for all users without registration (CC BY 4.0);1;2;1;1;2;9;2;1;1;2;1;2;3;1;1;2;3;2;2;2;1;25; ;4; ; ; ; ; ; ;9;1;,500478
3077;2;1215;(A) openly available for all users without registration (CC BY 4.0);2;1;9;9;9;1;1;1;2;3;2;1;1;1;1;2;3;4;4;4;2;25; ;4; ; ; ; ; ; ;4;1;,489368
3077;2;1216;(A) openly available for all users without registration (CC BY 4.0);2;2;1;1;2;2;2;1;1;2;2;1;1;3;9;1;3;1;2;1;1;30; ;6; ; ; ; ; ; ;9;1;1,833099
3077;2;1217;(A) openly available for all users without registration (CC BY 4.0);1;2;1;2;1;2;1;1;2;1;2;2;2;2;4;1;3;1;1;2;1;22; ;5; ; ; ; ; ; ;9;1;1,05221
3077;2;1218;(A) openly available for all users without registration (CC BY 4.0);2;2;1;1;2;2;1;1;5;4;3;1;2;2;4;1;3;2;1;3;2;66; ;5; ; ; ; ; ; ;2;1;1,278725
3077;2;1219;(A) openly available for all users without registration (CC BY 4.0);1;2;2;1;2;1;2;1;3;3;2;1;3;9;3;1;3;2;2;4;1;52; ;5; ; ; ; ; ; ;4;1;1,077751
3077;2;1220;(A) openly available for all users without registration (CC BY 4.0);1;2;1;2;1;1;2;1;2;1;2;1;1;1;3;1;3;1;2;4;2;44; ;5; ; ; ; ; ; ;1;1;1,237313
3077;2;1221;(A) openly available for all users without registration (CC BY 4.0);1;2;1;2;1;2;1;2;1;2;9;1;4;9;2;1;3;3;2;1;2;28; ;9; ; ; ; ; ; ;7;1;1,14296
3077;2;1222;(A) openly available for all users without registration (CC BY 4.0);1;2;1;1;1;1;1;2;1;3;1;4;4;3;2;1;3;1;1;4;2;28; ;3; ; ; ; ; ; ;6;1;1,022137
3077;2;1223;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;2;1;3;3;4;1;1;4;4;3;2;1;3;1;3;2;2;32; ;4; ; ; ; ; ; ;9;1;,602665
3077;2;1224;(A) openly available for all users without registration (CC BY 4.0);2;2;1;1;1;1;1;1;1;3;2;1;4;2;2;1;3;2;2;4;1;32; ;6; ; ; ; ; ; ;5;1;1,833099
3077;2;1225;(A) openly available for all users without registration (CC BY 4.0);1;1;2;2;1;2;2;1;2;5;3;1;1;2;2;1;3;1;2;1;2;26; ;9; ; ; ; ; ; ;4;1;,587927
3077;2;1226;(A) openly available for all users without registration (CC BY 4.0);1;1;2;1;2;1;1;5;3;2;2;3;3;1;2;1;3;2;1;2;2;56; ;3; ; ; ; ; ; ;6;1;,899925
3077;2;1227;(A) openly available for all users without registration (CC BY 4.0);2;2;1;1;1;1;1;1;1;2;1;1;3;1;2;1;3;1;3;3;2;39; ;1; ; ; ; ; ; ;7;1;1,725718
3077;2;1228;(A) openly available for all users without registration (CC BY 4.0);9;1;2;2;2;2;1;2;2;1;1;1;1;1;2;1;3;1;3;4;2;46; ;9; ; ; ; ; ; ;9;1;,5772
3077;2;1229;(A) openly available for all users without registration (CC BY 4.0);1;2;2;1;2;1;1;1;2;3;2;2;4;4;1;1;3;1;1;3;2;20; ;3; ; ; ; ; ; ;5;1;,889756
3077;2;1230;(A) openly available for all users without registration (CC BY 4.0);2;2;1;1;1;1;1;1;3;5;1;2;3;4;1;1;3;4;4;2;1;37; ;3; ; ; ; ; ; ;6;1;,989062
3077;2;1231;(A) openly available for all users without registration (CC BY 4.0);2;2;1;1;1;1;2;2;1;2;2;1;4;1;1;1;3;1;3;2;2;28; ;9; ; ; ; ; ; ;3;1;1,14296
3077;2;1232;(A) openly available for all users without registration (CC BY 4.0);9;2;2;1;9;1;1;1;3;3;2;3;1;1;1;1;3;1;1;1;1;42; ;9; ; ; ; ; ; ;4;1;1,188261
3077;2;1233;(A) openly available for all users without registration (CC BY 4.0);1;1;2;1;1;2;9;2;2;2;2;1;1;1;1;1;3;2;3;2;2;27; ;4; ; ; ; ; ; ;3;1;1,022137
3077;2;1234;(A) openly available for all users without registration (CC BY 4.0);2;2;2;1;2;1;1;1;3;2;1;1;1;2;4;9;2;3;9;1;2;32; ;9; ; ; ; ; ; ;3;1;,577902
3077;2;1235;(A) openly available for all users without registration (CC BY 4.0);1;2;1;1;1;1;1;3;3;3;1;2;9;3;2;9;2;4;4;4;2;24; ;6; ; ; ; ; ; ;9;1;2,071992
3077;2;1236;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;2;1;3;2;3;1;1;1;4;1;9;2;3;4;4;1;47; ;3; ; ; ; ; ; ;4;1;,903566
3077;2;1237;(A) openly available for all users without registration (CC BY 4.0);2;1;1;2;1;2;1;1;3;2;2;9;9;2;1;9;2;1;3;2;2;26; ;4; ; ; ; ; ; ;6;1;,489368
3077;2;1238;(A) openly available for all users without registration (CC BY 4.0);2;2;2;2;1;2;1;5;3;2;2;2;4;1;1;9;2;1;2;1;2;24; ;4; ; ; ; ; ; ;3;1;1,037191
3077;2;1239;(A) openly available for all users without registration (CC BY 4.0);1;2;9;9;9;1;2;3;3;2;2;2;1;3;9;4;2;1;2;4;1;25; ;4; ; ; ; ; ; ;4;1;,470092
3077;2;1240;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;2;2;1;2;1;2;1;2;9;3;4;2;4;1;1;1;33; ;8; ; ; ; ; ; ;4;1;1,028245
3077;2;1241;(A) openly available for all users without registration (CC BY 4.0);2;2;1;1;2;9;1;2;1;2;2;1;2;3;3;4;2;2;3;2;1;34; ;6; ; ; ; ; ; ;4;1;,877631
3077;2;1242;(A) openly available for all users without registration (CC BY 4.0);1;1;1;2;2;1;2;2;5;2;2;3;2;2;3;4;2;1;2;1;2;26; ;6; ; ; ; ; ; ;4;1;,907354
3077;2;1243;(A) openly available for all users without registration (CC BY 4.0);2;2;2;1;1;1;1;1;3;2;2;2;1;2;3;4;2;1;3;9;2;61; ;9; ; ; ; ; ; ;6;1;1,205591
3077;2;1244;(A) openly available for all users without registration (CC BY 4.0);2;2;1;1;2;2;2;1;3;3;1;1;4;1;3;4;2;1;1;3;2;59; ;7; ; ; ; ; ; ;1;1;1,936044
3077;2;1245;(A) openly available for all users without registration (CC BY 4.0);1;1;2;1;1;2;2;2;2;1;1;1;3;1;3;4;2;1;1;1;1;77; ;2; ; ; ; ; ; ;3;1;1,571317
3077;2;1246;(A) openly available for all users without registration (CC BY 4.0);1;1;1;2;1;2;1;3;3;2;2;1;3;9;2;4;2;1;2;2;2;26; ;5; ; ; ; ; ; ;2;1;,520913
3077;2;1247;(A) openly available for all users without registration (CC BY 4.0);1;2;2;2;2;2;1;1;1;2;3;3;1;4;2;4;2;3;3;1;2;26; ;3; ; ; ; ; ; ;4;1;,425988
3077;2;1248;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;2;1;1;1;1;2;1;3;3;2;4;2;1;2;1;1;56; ;4; ; ; ; ; ; ;4;1;1,020522
3077;2;1249;(A) openly available for all users without registration (CC BY 4.0);2;2;2;2;2;2;2;3;3;3;2;1;1;3;2;4;2;1;1;2;1;64; ;8; ; ; ; ; ; ;5;1;1,125965
3077;2;1250;(A) openly available for all users without registration (CC BY 4.0);2;1;2;2;1;1;9;2;3;2;1;2;3;2;2;4;2;1;1;2;2;27; ;9; ; ; ; ; ; ;2;1;1,216838
3077;2;1251;(A) openly available for all users without registration (CC BY 4.0);1;1;2;2;2;2;3;2;3;4;3;1;2;2;2;4;2;1;1;2;2;71; ;9; ; ; ; ; ; ;4;1;,684695
3077;2;1252;(A) openly available for all users without registration (CC BY 4.0);1;1;2;2;2;1;2;1;2;5;1;1;2;2;2;4;2;3;4;2;2;38; ;4; ; ; ; ; ; ;9;1;,496851
3077;2;1253;(A) openly available for all users without registration (CC BY 4.0);2;1;1;2;1;2;1;2;2;3;2;2;1;2;2;4;2;2;2;2;2;34; ;3; ; ; ; ; ; ;7;1;1,03734
3077;2;1254;(A) openly available for all users without registration (CC BY 4.0);1;1;2;2;1;1;1;1;1;3;4;1;1;2;2;4;2;2;3;2;2;51; ;5; ; ; ; ; ; ;5;1;1,100462
3077;2;1255;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;1;3;3;1;1;1;2;1;2;4;2;1;1;4;1;59; ;3; ; ; ; ; ; ;9;1;,502149
3077;2;1256;(A) openly available for all users without registration (CC BY 4.0);2;1;1;2;2;1;2;2;2;1;1;2;1;1;2;4;2;4;3;1;2;50; ;2; ; ; ; ; ; ;3;1;1,46696
3077;2;1257;(A) openly available for all users without registration (CC BY 4.0);1;1;1;2;2;1;2;5;3;1;1;2;2;3;1;4;2;2;3;3;1;42; ;5; ; ; ; ; ; ;4;1;,419367
3077;2;1258;(A) openly available for all users without registration (CC BY 4.0);1;2;9;2;2;1;2;2;3;2;1;2;4;2;1;4;2;2;4;3;2;43; ;4; ; ; ; ; ; ;9;1;,597189
3077;2;1259;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;2;1;1;2;1;2;2;1;1;2;1;4;2;4;2;2;2;60; ;2; ; ; ; ; ; ;4;1;,792917
3077;2;1260;(A) openly available for all users without registration (CC BY 4.0);1;2;1;1;1;1;2;2;1;1;1;1;2;1;1;4;2;9;4;3;2;46; ;9; ; ; ; ; ; ;3;1;,5772
3077;2;1261;(A) openly available for all users without registration (CC BY 4.0);2;1;2;2;2;1;1;1;9;2;1;2;1;3;9;3;2;1;3;1;1;23; ;3; ; ; ; ; ; ;6;1;,871735
3077;2;1262;(A) openly available for all users without registration (CC BY 4.0);2;2;1;1;1;1;2;2;1;1;1;2;3;3;4;3;2;1;3;1;2;39; ;3; ; ; ; ; ; ;9;1;,576493
3077;2;1263;(A) openly available for all users without registration (CC BY 4.0);1;2;1;2;2;1;2;1;2;2;2;2;9;2;4;3;2;4;4;2;2;27; ;9; ; ; ; ; ; ;2;1;1,14296
3077;2;1264;(A) openly available for all users without registration (CC BY 4.0);1;9;2;2;2;1;1;2;2;1;3;1;1;2;4;3;2;4;4;4;2;77; ;5; ; ; ; ; ; ;3;1;1,190174
3077;2;1265;(A) openly available for all users without registration (CC BY 4.0);2;2;2;1;2;1;1;2;2;2;1;2;3;4;3;3;2;2;1;4;2;25; ;4; ; ; ; ; ; ;4;1;1,037191
3077;2;1266;(A) openly available for all users without registration (CC BY 4.0);1;2;1;1;1;1;1;2;2;3;1;1;1;3;3;3;2;2;2;2;1;39; ;5; ; ; ; ; ; ;4;1;,875928
3077;2;1267;(A) openly available for all users without registration (CC BY 4.0);2;1;2;1;1;2;1;2;1;2;2;2;4;1;3;3;2;1;1;3;2;24; ;4; ; ; ; ; ; ;7;1;,994547
3077;2;1268;(A) openly available for all users without registration (CC BY 4.0);2;2;1;1;1;1;1;1;1;1;2;1;3;1;3;3;2;2;4;2;1;53; ;3; ; ; ; ; ; ;5;1;,524946
3077;2;1269;(A) openly available for all users without registration (CC BY 4.0);2;2;1;2;1;1;3;1;1;1;1;4;2;1;3;3;2;2;1;3;1;38; ;4; ; ; ; ; ; ;7;1;1,003629
3077;2;1270;(A) openly available for all users without registration (CC BY 4.0);2;1;1;1;2;1;1;1;3;5;2;1;2;1;3;3;2;9;1;1;2;70; ;8; ; ; ; ; ; ;7;1;1,277912
3077;2;1271;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;2;1;2;1;1;3;1;1;4;4;2;3;2;2;3;3;2;34; ;9; ; ; ; ; ; ;2;1;1,346447
3077;2;1272;(A) openly available for all users without registration (CC BY 4.0);1;2;2;2;2;2;2;2;2;2;3;1;2;4;2;3;2;4;3;1;1;29; ;4; ; ; ; ; ; ;4;1;,505068
3077;2;1273;(A) openly available for all users without registration (CC BY 4.0);9;9;2;2;2;1;2;1;1;2;2;2;3;3;2;3;2;2;1;1;2;37; ;8; ; ; ; ; ; ;7;1;1,251816
3077;2;1274;(A) openly available for all users without registration (CC BY 4.0);1;1;1;2;2;1;1;1;1;2;2;1;2;2;2;3;2;2;4;4;2;54; ;1; ; ; ; ; ; ;9;1;,814914
3077;2;1275;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;1;2;2;2;1;1;4;1;2;3;2;1;2;1;2;58; ;5; ; ; ; ; ; ;4;1;,915566
3077;2;1276;(A) openly available for all users without registration (CC BY 4.0);1;2;1;2;2;1;2;2;3;1;1;5;2;1;2;3;2;2;4;1;2;55; ;5; ; ; ; ; ; ;9;1;,47924
3077;2;1277;(A) openly available for all users without registration (CC BY 4.0);9;9;2;2;1;1;2;1;2;1;2;1;1;1;2;3;2;2;2;4;2;21; ;5; ; ; ; ; ; ;1;1;,916171
3077;2;1278;(A) openly available for all users without registration (CC BY 4.0);2;2;1;9;9;2;2;1;2;1;1;1;4;4;1;3;2;2;2;1;2;59; ;3; ; ; ; ; ; ;9;1;,494961
3077;2;1279;(A) openly available for all users without registration (CC BY 4.0);1;1;2;2;2;1;2;3;1;1;1;1;1;4;1;3;2;4;2;1;2;73; ;9; ; ; ; ; ; ;3;1;1,388154
3077;2;1280;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;9;2;1;3;2;2;1;2;3;1;3;2;4;2;3;2;54; ;2; ; ; ; ; ; ;4;1;1,656158
3077;2;1281;(A) openly available for all users without registration (CC BY 4.0);1;1;1;2;1;1;2;1;2;3;2;2;1;3;1;3;2;1;1;1;2;29; ;4; ; ; ; ; ; ;9;1;1,037191
3077;2;1282;(A) openly available for all users without registration (CC BY 4.0);2;1;2;2;2;2;2;1;3;1;3;1;4;1;1;3;2;9;9;2;2;61; ;4; ; ; ; ; ; ;4;1;,51273
3077;2;1283;(A) openly available for all users without registration (CC BY 4.0);1;2;2;2;2;1;9;1;2;1;2;1;1;1;1;3;2;1;1;3;2;70; ;8; ; ; ; ; ; ;4;1;1,360514
3077;2;1284;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;2;1;2;1;2;1;2;2;2;9;9;2;2;1;3;1;1;23; ;3; ; ; ; ; ; ;3;1;,86935
3077;2;1285;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;2;2;2;2;1;1;5;4;4;4;2;2;2;1;1;2;75; ;9; ; ; ; ; ; ;9;1;1,388154
3077;2;1286;(A) openly available for all users without registration (CC BY 4.0);1;2;1;1;2;2;1;2;2;2;1;3;3;4;4;2;2;1;2;3;1;36; ;3; ; ; ; ; ; ;9;1;,473533
3077;2;1287;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;2;2;2;2;1;2;2;1;3;4;4;2;2;2;3;1;1;24; ;5; ; ; ; ; ; ;2;1;1,05221
3077;2;1288;(A) openly available for all users without registration (CC BY 4.0);2;2;1;2;2;9;2;1;2;3;1;1;1;2;4;2;2;4;4;3;1;46; ;9; ; ; ; ; ; ;4;1;,5978
3077;2;1289;(A) openly available for all users without registration (CC BY 4.0);2;1;1;1;1;1;2;1;1;1;1;1;1;2;4;2;2;4;4;3;1;25; ;7; ; ; ; ; ; ;4;1;2,202922
3077;2;1290;(A) openly available for all users without registration (CC BY 4.0);2;1;1;1;2;1;2;2;2;1;2;2;2;1;4;2;2;3;1;1;1;27; ;4; ; ; ; ; ; ;6;1;,997362
3077;2;1291;(A) openly available for all users without registration (CC BY 4.0);2;9;1;1;1;1;2;1;3;2;2;1;3;4;3;2;2;1;1;9;2;29; ;9; ; ; ; ; ; ;4;1;,570677
3077;2;1292;(A) openly available for all users without registration (CC BY 4.0);2;1;2;2;2;1;1;1;1;2;3;5;4;3;3;2;2;2;2;2;2;25; ;5; ; ; ; ; ; ;3;1;,52569
3077;2;1293;(A) openly available for all users without registration (CC BY 4.0);1;2;1;1;2;2;1;1;1;4;3;1;3;3;3;2;2;4;3;2;2;35; ;4; ; ; ; ; ; ;4;1;1,258781
3077;2;1294;(A) openly available for all users without registration (CC BY 4.0);1;2;1;2;2;1;2;3;3;1;1;3;2;3;3;2;2;2;1;1;2;32; ;9; ; ; ; ; ; ;4;1;1,433479
3077;2;1295;(A) openly available for all users without registration (CC BY 4.0);2;1;2;1;1;1;2;1;1;1;5;1;1;3;3;2;2;4;4;3;1;27; ;9; ; ; ; ; ; ;2;1;1,201337
3077;2;1296;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;2;2;2;1;2;2;1;2;2;2;3;2;2;9;2;2;1;27; ;4; ; ; ; ; ; ;5;1;,505068
3077;2;1297;(A) openly available for all users without registration (CC BY 4.0);1;1;2;1;1;2;2;1;2;1;2;1;2;2;3;2;2;2;4;4;1;61; ;4; ; ; ; ; ; ;6;1;1,086486
3077;2;1298;(A) openly available for all users without registration (CC BY 4.0);2;2;1;2;2;1;9;3;1;2;3;2;3;1;3;2;2;2;4;4;2;25; ;1; ; ; ; ; ; ;9;1;,694112
3077;2;1299;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;4;1;1;2;1;1;3;1;3;2;2;2;1;1;1;29; ;2; ; ; ; ; ; ;4;1;1,44625
3077;2;1300;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;2;9;1;2;2;5;2;2;1;1;3;2;2;3;3;1;2;52; ;3; ; ; ; ; ; ;4;1;,502251
3077;2;1301;(A) openly available for all users without registration (CC BY 4.0);2;2;1;2;2;1;1;3;9;2;2;2;1;1;3;2;2;2;2;1;1;36; ;9; ; ; ; ; ; ;9;1;1,177463
3077;2;1302;(A) openly available for all users without registration (CC BY 4.0);1;1;2;1;2;2;1;1;1;2;2;1;3;9;2;2;2;4;4;4;2;26; ;4; ; ; ; ; ; ;6;1;,496575
3077;2;1303;(A) openly available for all users without registration (CC BY 4.0);9;1;2;2;2;1;2;1;3;1;2;2;1;3;2;2;2;9;9;1;1;45; ;4; ; ; ; ; ; ;4;1;,473154
3077;2;1304;(A) openly available for all users without registration (CC BY 4.0);1;1;2;1;1;1;1;3;3;2;1;1;1;3;2;2;2;2;2;3;2;32; ;8; ; ; ; ; ; ;4;1;,618888
3077;2;1305;(A) openly available for all users without registration (CC BY 4.0);2;2;1;1;1;1;1;1;5;1;1;2;4;2;2;2;2;3;2;2;2;53; ;6; ; ; ; ; ; ;4;1;1,080511
3077;2;1306;(A) openly available for all users without registration (CC BY 4.0);2;2;1;1;1;1;2;1;3;3;1;2;3;2;2;2;2;4;4;2;1;31; ;4; ; ; ; ; ; ;9;1;,931953
3077;2;1307;(A) openly available for all users without registration (CC BY 4.0);1;2;9;1;2;2;2;2;5;2;1;1;3;2;2;2;2;2;1;2;2;26; ;4; ; ; ; ; ; ;4;1;1,037191
3077;2;1308;(A) openly available for all users without registration (CC BY 4.0);1;1;1;2;2;1;1;1;2;1;3;2;1;2;2;2;2;1;2;3;2;64; ;3; ; ; ; ; ; ;3;1;,426583
3077;2;1309;(A) openly available for all users without registration (CC BY 4.0);1;2;2;1;1;9;1;2;2;1;1;1;1;2;2;2;2;1;2;1;2;52; ;9; ; ; ; ; ; ;3;1;1,230747
3077;2;1310;(A) openly available for all users without registration (CC BY 4.0);1;1;1;9;1;1;3;3;2;3;3;2;4;1;2;2;2;4;4;3;1;36; ;2; ; ; ; ; ; ;3;1;1,609445
3077;2;1311;(A) openly available for all users without registration (CC BY 4.0);2;1;1;2;1;1;1;3;3;2;2;4;3;1;2;2;2;2;3;1;1;43; ;4; ; ; ; ; ; ;5;1;1,02457
3077;2;1312;(A) openly available for all users without registration (CC BY 4.0);1;1;2;1;2;1;2;1;1;2;2;4;2;1;2;2;2;1;2;4;1;67; ;4; ; ; ; ; ; ;4;1;1,107821
3077;2;1313;(A) openly available for all users without registration (CC BY 4.0);2;2;1;1;2;1;2;2;5;3;1;1;1;4;1;2;2;2;2;2;1;68; ;3; ; ; ; ; ; ;4;1;,954384
3077;2;1314;(A) openly available for all users without registration (CC BY 4.0);1;2;1;1;1;2;2;1;1;2;2;4;1;3;1;2;2;1;1;4;1;69; ;9; ; ; ; ; ; ;4;1;,631422
3077;2;1315;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;2;4;1;1;2;1;9;2;1;2;2;1;1;2;1;20; ;3; ; ; ; ; ; ;3;1;,88023
3077;2;1316;(A) openly available for all users without registration (CC BY 4.0);1;2;1;9;2;2;2;1;1;1;1;2;2;1;1;2;2;1;1;1;1;24; ;4; ; ; ; ; ; ;6;1;1,045344
