fsd_no;fsd_vr;fsd_id;fsd_li;v1_1;v1_2;v1_3;v1_4;v1_5;v1_6;v2;v3_1;v3_2;v3_3;v3_4;v3_5;v4_1;v4_2;v4_3;v4_4;v5_1;v5_2;v5_3;v5_4;bv1;bv2;bv3_1;bv3_2;bv3_3;bv3_4;bv3_5;bv3_6;bv3_7;bv3_8;bv4;bv5;bv6
3077;2;4881;(A) openly available for all users without registration (CC BY 4.0);1;1;2;2;1;1;2;1;2;2;1;2;1;4;1;4;1;1;1;1;1;64; ; ; ; ;2; ; ; ;1;4;,498052
3077;2;4882;(A) openly available for all users without registration (CC BY 4.0);1;2;1;2;2;1;2;2;1;1;3;1;2;3;1;4;1;1;1;3;2;24; ; ; ; ;2; ; ; ;1;4;1,616379
3077;2;4883;(A) openly available for all users without registration (CC BY 4.0);2;2;2;2;1;1;2;1;1;2;1;2;2;2;1;4;1;1;1;2;2;32; ; ; ; ;5; ; ; ;1;4;,900068
3077;2;4884;(A) openly available for all users without registration (CC BY 4.0);1;2;1;2;2;1;9;2;2;2;1;2;2;1;1;4;1;1;1;1;2;27; ; ; ; ;8; ; ; ;5;4;1,072315
3077;2;4885;(A) openly available for all users without registration (CC BY 4.0);1;9;2;1;9;1;2;2;1;1;1;1;3;3;4;3;1;4;1;2;2;26; ; ; ; ;2; ; ; ;2;4;,395909
3077;2;4886;(A) openly available for all users without registration (CC BY 4.0);2;2;1;2;1;1;2;1;3;1;3;1;4;2;4;3;1;1;1;3;2;32; ; ; ; ;2; ; ; ;9;4;,971715
3077;2;4887;(A) openly available for all users without registration (CC BY 4.0);2;1;9;1;2;2;1;2;2;2;2;2;2;2;4;3;1;4;2;4;2;55; ; ; ; ;2; ; ; ;4;4;,519883
3077;2;4888;(A) openly available for all users without registration (CC BY 4.0);1;1;1;2;1;1;1;2;3;1;2;2;2;2;4;3;1;2;3;2;2;29; ; ; ; ;4; ; ; ;6;4;,630886
3077;2;4889;(A) openly available for all users without registration (CC BY 4.0);2;2;2;2;2;1;1;1;1;1;2;1;9;1;4;3;1;3;2;1;1;68; ; ; ; ;2; ; ; ;4;4;1,028149
3077;2;4890;(A) openly available for all users without registration (CC BY 4.0);2;2;2;2;2;2;2;1;2;2;4;2;2;4;3;3;1;2;3;2;1;63; ; ; ; ;2; ; ; ;7;4;,474997
3077;2;4891;(A) openly available for all users without registration (CC BY 4.0);2;2;1;1;1;1;1;3;2;2;1;1;2;4;3;3;1;1;1;1;1;53; ; ; ; ;1; ; ; ;5;4;,908715
3077;2;4892;(A) openly available for all users without registration (CC BY 4.0);2;1;2;2;2;1;2;2;1;3;1;2;1;4;3;3;1;2;1;3;2;27; ; ; ; ;8; ; ; ;1;4;1,730667
3077;2;4893;(A) openly available for all users without registration (CC BY 4.0);9;2;9;1;1;1;1;1;2;1;1;2;4;3;3;3;1;1;1;1;2;37; ; ; ; ;4; ; ; ;5;4;,695592
3077;2;4894;(A) openly available for all users without registration (CC BY 4.0);2;2;9;1;2;1;1;2;2;2;2;2;3;3;3;3;1;1;2;1;1;58; ; ; ; ;9; ; ; ;5;4;1,019498
3077;2;4895;(A) openly available for all users without registration (CC BY 4.0);2;2;2;2;2;9;2;1;1;1;1;1;3;3;3;3;1;1;1;3;2;54; ; ; ; ;2; ; ; ;1;4;,559024
3077;2;4896;(A) openly available for all users without registration (CC BY 4.0);2;2;1;1;1;1;2;1;2;1;2;3;2;3;3;3;1;1;1;1;1;93; ; ; ; ;2; ; ; ;9;4;,401207
3077;2;4897;(A) openly available for all users without registration (CC BY 4.0);2;2;2;1;2;2;2;1;1;1;1;1;1;3;3;3;1;3;1;1;2;58; ; ; ; ;7; ; ; ;9;4;1,571273
3077;2;4898;(A) openly available for all users without registration (CC BY 4.0);2;2;2;1;2;1;2;1;1;1;2;1;9;2;3;3;1;2;1;1;2;34; ; ; ; ;7; ; ; ;9;4;1,395989
3077;2;4899;(A) openly available for all users without registration (CC BY 4.0);2;2;2;1;1;1;1;1;3;1;2;3;4;2;3;3;1;2;1;4;2;69; ; ; ; ;2; ; ; ;3;4;,822012
3077;2;4900;(A) openly available for all users without registration (CC BY 4.0);2;2;2;2;2;1;9;1;1;1;1;1;4;2;3;3;1;1;1;2;1;69; ; ; ; ;2; ; ; ;4;4;,562831
3077;2;4901;(A) openly available for all users without registration (CC BY 4.0);2;2;2;2;2;2;2;3;3;3;4;2;2;2;3;3;1;2;1;1;1;47; ; ; ; ;2; ; ; ;1;4;,584573
3077;2;4902;(A) openly available for all users without registration (CC BY 4.0);2;2;2;1;2;2;2;1;2;2;2;2;2;2;3;3;1;2;3;2;2;32; ; ; ; ;2; ; ; ;3;4;,401622
3077;2;4903;(A) openly available for all users without registration (CC BY 4.0);2;2;2;2;2;2;1;1;1;1;1;2;2;2;3;3;1;2;2;3;1;37; ; ; ; ;9; ; ; ;5;4;1,20835
3077;2;4904;(A) openly available for all users without registration (CC BY 4.0);2;2;9;9;2;9;2;2;1;1;2;1;2;2;3;3;1;1;1;1;1;54; ; ; ; ;1; ; ; ;4;4;1,166712
3077;2;4905;(A) openly available for all users without registration (CC BY 4.0);1;2;2;1;1;1;1;3;1;2;1;1;2;2;3;3;1;2;1;9;1;56; ; ; ; ;8; ; ; ;4;4;,864619
3077;2;4906;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;2;1;2;1;1;1;2;2;3;3;1;2;1;1;2;43; ; ; ; ;1; ; ; ;7;4;1,426416
3077;2;4907;(A) openly available for all users without registration (CC BY 4.0);1;2;1;2;2;1;2;1;1;1;1;2;4;1;3;3;1;2;2;2;2;25; ; ; ; ;9; ; ; ;4;4;,66073
3077;2;4908;(A) openly available for all users without registration (CC BY 4.0);2;9;1;9;2;1;2;2;1;5;1;2;2;1;3;3;1;3;2;1;2;34; ; ; ; ;8; ; ; ;9;4;2,761139
3077;2;4909;(A) openly available for all users without registration (CC BY 4.0);9;1;2;2;2;2;3;1;3;3;1;2;2;9;2;3;1;1;2;1;2;31; ; ; ; ;1; ; ; ;4;4;1,700809
3077;2;4910;(A) openly available for all users without registration (CC BY 4.0);2;2;2;2;2;9;1;2;4;2;2;1;1;9;2;3;1;1;1;2;2;53; ; ; ; ;5; ; ; ;5;4;,985964
3077;2;4911;(A) openly available for all users without registration (CC BY 4.0);2;1;2;9;1;2;9;4;1;1;1;3;3;4;2;3;1;1;3;1;1;51; ; ; ; ;5; ; ; ;6;4;,983866
3077;2;4912;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;2;1;2;2;2;2;2;2;3;3;2;3;1;1;1;1;2;51; ; ; ; ;2; ; ; ;9;4;,628285
3077;2;4913;(A) openly available for all users without registration (CC BY 4.0);2;2;1;1;1;2;2;1;1;2;1;1;3;3;2;3;1;1;1;1;2;19; ; ; ; ;2; ; ; ;4;4;,527177
3077;2;4914;(A) openly available for all users without registration (CC BY 4.0);1;2;1;1;1;2;1;2;1;1;2;1;1;3;2;3;1;3;2;1;2;84; ; ; ; ;4; ; ; ;9;4;,817746
3077;2;4915;(A) openly available for all users without registration (CC BY 4.0);2;1;9;1;2;1;1;1;2;1;3;2;3;2;2;3;1;2;3;1;2;69; ; ; ; ;2; ; ; ;7;4;,548155
3077;2;4916;(A) openly available for all users without registration (CC BY 4.0);9;2;9;1;2;2;1;2;2;2;1;2;3;2;2;3;1;1;1;1;2;50; ; ; ; ;9; ; ; ;4;4;1,254086
3077;2;4917;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;2;4;3;4;4;5;2;2;2;3;1;1;1;1;1;77; ; ; ; ;5; ; ; ;5;4;,556893
3077;2;4918;(A) openly available for all users without registration (CC BY 4.0);1;2;2;1;2;1;2;2;1;1;2;3;2;2;2;3;1;1;4;1;1;47; ; ; ; ;1; ; ; ;9;4;1,015052
3077;2;4919;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;2;2;1;1;1;1;2;2;2;3;1;2;2;1;2;29; ; ; ; ;2; ; ; ;3;4;,506509
3077;2;4920;(A) openly available for all users without registration (CC BY 4.0);1;2;9;1;2;2;1;2;2;1;1;1;2;2;2;3;1;1;2;1;2;19; ; ; ; ;2; ; ; ;4;4;,527177
3077;2;4921;(A) openly available for all users without registration (CC BY 4.0);2;2;1;9;2;1;2;2;1;1;1;2;2;1;2;3;1;1;3;4;2;42; ; ; ; ;1; ; ; ;9;4;1,355349
3077;2;4922;(A) openly available for all users without registration (CC BY 4.0);2;1;1;2;2;1;2;1;2;1;1;2;2;1;2;3;1;1;1;1;2;20; ; ; ; ;3; ; ; ;4;4;,559227
3077;2;4923;(A) openly available for all users without registration (CC BY 4.0);1;2;1;1;1;1;1;3;2;2;3;1;2;1;2;3;1;1;1;1;2;52; ; ; ; ;2; ; ; ;9;4;,559024
3077;2;4924;(A) openly available for all users without registration (CC BY 4.0);1;1;1;2;2;1;9;1;2;1;1;1;1;1;2;3;1;2;1;1;2;80; ; ; ; ;1; ; ; ;9;4;3,218213
3077;2;4925;(A) openly available for all users without registration (CC BY 4.0);2;2;2;1;2;1;2;1;1;1;2;2;3;3;1;3;1;1;4;1;2;40; ; ; ; ;7; ; ; ;1;4;1,587991
3077;2;4926;(A) openly available for all users without registration (CC BY 4.0);1;2;2;1;2;2;1;2;2;1;2;3;2;2;1;3;1;1;1;4;2;24; ; ; ; ;2; ; ; ;1;4;,624417
3077;2;4927;(A) openly available for all users without registration (CC BY 4.0);2;9;9;2;2;2;2;9;9;3;9;2;9;4;4;2;1;1;1;1;1;62; ; ; ; ;2; ; ; ;9;4;,989008
3077;2;4928;(A) openly available for all users without registration (CC BY 4.0);2;2;2;2;2;1;2;2;1;2;2;2;3;4;4;2;1;1;1;2;2;29; ; ; ; ;2; ; ; ;7;4;,516683
3077;2;4929;(A) openly available for all users without registration (CC BY 4.0);2;1;1;1;1;1;2;2;2;1;1;3;2;4;4;2;1;3;2;4;2;39; ; ; ; ;4; ; ; ;4;4;,830199
3077;2;4930;(A) openly available for all users without registration (CC BY 4.0);1;2;1;1;1;1;1;1;1;1;1;1;2;3;4;2;1;4;2;2;2;22; ; ; ; ;5; ; ; ;9;4;2,093583
3077;2;4931;(A) openly available for all users without registration (CC BY 4.0);1;9;2;1;2;2;1;1;2;1;2;2;1;3;4;2;1;2;2;2;2;39; ; ; ; ;8; ; ; ;9;4;2,761139
3077;2;4932;(A) openly available for all users without registration (CC BY 4.0);2;2;1;9;2;2;2;1;3;1;1;1;2;2;4;2;1;2;1;1;1;33; ; ; ; ;8; ; ; ;3;4;1,109732
3077;2;4933;(A) openly available for all users without registration (CC BY 4.0);2;2;2;1;1;1;2;2;1;1;2;1;4;1;4;2;1;1;2;1;2;20; ; ; ; ;9; ; ; ;4;4;,795664
3077;2;4934;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;2;1;2;1;1;1;3;1;4;2;1;1;2;3;1;25; ; ; ; ;2; ; ; ;3;4;,549086
3077;2;4935;(A) openly available for all users without registration (CC BY 4.0);2;2;2;2;2;2;2;3;2;3;2;4;1;1;4;2;1;1;1;1;2;44; ; ; ; ;7; ; ; ;1;4;1,479384
3077;2;4936;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;1;2;1;1;4;1;1;1;4;2;1;1;1;1;1;63; ; ; ; ;8; ; ; ;1;4;1,80153
3077;2;4937;(A) openly available for all users without registration (CC BY 4.0);2;9;2;1;1;1;1;1;1;3;3;4;2;9;3;2;1;2;1;3;1;62; ; ; ; ;1; ; ; ;9;4;2,706001
3077;2;4938;(A) openly available for all users without registration (CC BY 4.0);1;2;2;1;1;1;1;3;2;3;1;2;1;9;3;2;1;1;2;2;1;87; ; ; ; ;7; ; ; ;4;4;1,140035
3077;2;4939;(A) openly available for all users without registration (CC BY 4.0);1;2;1;1;1;1;1;2;1;3;1;2;1;4;3;2;1;2;1;2;1;57; ; ; ; ;6; ; ; ;1;4;,939971
3077;2;4940;(A) openly available for all users without registration (CC BY 4.0);2;1;9;1;2;1;9;2;2;2;2;2;3;3;3;2;1;1;2;2;2;65; ; ; ; ;1; ; ; ;9;4;1,510063
3077;2;4941;(A) openly available for all users without registration (CC BY 4.0);2;2;1;9;2;1;2;1;3;1;2;3;2;3;3;2;1;2;1;2;1;59; ; ; ; ;3; ; ; ;5;4;,772177
3077;2;4942;(A) openly available for all users without registration (CC BY 4.0);1;9;2;1;9;2;1;2;9;3;2;2;2;3;3;2;1;1;1;1;1;59; ; ; ; ;9; ; ; ;9;4;,876621
3077;2;4943;(A) openly available for all users without registration (CC BY 4.0);2;2;2;1;2;2;2;3;1;2;1;1;2;3;3;2;1;3;1;1;2;33; ; ; ; ;3; ; ; ;4;4;,829603
3077;2;4944;(A) openly available for all users without registration (CC BY 4.0);2;2;2;2;2;2;2;1;1;1;1;1;3;2;3;2;1;1;2;2;1;60; ; ; ; ;1; ; ; ;1;4;1,298839
3077;2;4945;(A) openly available for all users without registration (CC BY 4.0);1;2;2;2;1;1;1;3;2;3;3;2;2;2;3;2;1;1;3;1;2;72; ; ; ; ;2; ; ; ;3;4;,50129
3077;2;4946;(A) openly available for all users without registration (CC BY 4.0);1;2;2;1;1;1;2;1;2;9;1;2;2;2;3;2;1;1;2;2;2;60; ; ; ; ;3; ; ; ;2;4;,91871
3077;2;4947;(A) openly available for all users without registration (CC BY 4.0);2;1;1;1;1;1;9;2;2;2;1;1;2;2;3;2;1;1;2;1;1;72; ; ; ; ;1; ; ; ;1;4;1,460582
3077;2;4948;(A) openly available for all users without registration (CC BY 4.0);1;2;2;1;1;1;1;1;2;1;1;1;2;2;3;2;1;1;2;1;2;53; ; ; ; ;2; ; ; ;2;4;,456732
3077;2;4949;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;2;2;3;3;1;4;1;1;2;3;2;1;1;1;1;2;64; ; ; ; ;2; ; ; ;4;4;,505207
3077;2;4950;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;2;2;2;2;2;2;2;9;2;2;1;1;2;1;1;60; ; ; ; ;9; ; ; ;9;4;,717021
3077;2;4951;(A) openly available for all users without registration (CC BY 4.0);1;9;1;1;1;1;1;1;3;1;2;2;1;9;2;2;1;9;2;1;1;85; ; ; ; ;5; ; ; ;4;4;,670622
3077;2;4952;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;1;1;3;1;1;2;2;3;2;2;1;1;1;1;1;70; ; ; ; ;2; ; ; ;2;4;,641687
3077;2;4953;(A) openly available for all users without registration (CC BY 4.0);9;9;2;9;9;2;1;3;9;2;3;2;9;2;2;2;1;2;1;2;2;39; ; ; ; ;4; ; ; ;7;4;,777448
3077;2;4954;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;2;2;2;2;2;2;3;2;2;2;1;1;2;3;2;82; ; ; ; ;2; ; ; ;3;4;,519892
3077;2;4955;(A) openly available for all users without registration (CC BY 4.0);2;2;2;1;2;1;2;1;1;1;1;1;3;2;2;2;1;1;2;1;1;66; ; ; ; ;1; ; ; ;1;4;2,813094
3077;2;4956;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;2;2;2;2;1;4;2;2;2;2;1;2;1;1;2;60; ; ; ; ;5; ; ; ;9;4;,701249
3077;2;4957;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;2;1;2;3;2;3;3;3;2;2;2;2;1;1;1;2;2;31; ; ; ; ;1; ; ; ;3;4;1,004657
3077;2;4958;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;28; ; ; ; ;2; ; ; ;1;4;,459934
3077;2;4959;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;2;2;2;3;4;1;2;2;2;2;1;1;1;1;2;56; ; ; ; ;3; ; ; ;2;4;,804475
3077;2;4960;(A) openly available for all users without registration (CC BY 4.0);9;9;9;9;9;9;2;1;5;1;1;1;2;2;2;2;1;9;2;3;2;57; ; ; ; ;3; ; ; ;9;4;,820814
3077;2;4961;(A) openly available for all users without registration (CC BY 4.0);1;1;9;1;1;1;2;1;1;1;1;1;2;2;2;2;1;1;1;1;2;30; ; ; ; ;2; ; ; ;1;4;,385936
3077;2;4962;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;2;1;2;1;1;2;60; ; ; ; ;1; ; ; ;3;4;,994586
3077;2;4963;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;2;1;2;2;2;2;72; ; ; ; ;7; ; ; ;4;4;1,178657
3077;2;4964;(A) openly available for all users without registration (CC BY 4.0);9;9;9;9;9;9;1;1;1;1;1;1;2;2;2;2;1;1;1;1;1;31; ; ; ; ;9; ; ; ;9;4;2,635817
3077;2;4965;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;2;1;2;9;2;3;2;3;1;2;2;2;1;2;1;4;2;23; ; ; ; ;4; ; ; ;9;4;1,29323
3077;2;4966;(A) openly available for all users without registration (CC BY 4.0);1;2;2;1;2;2;2;1;2;1;2;1;2;1;2;2;1;3;1;2;1;90; ; ; ; ;1; ; ; ;4;4;1,60518
3077;2;4967;(A) openly available for all users without registration (CC BY 4.0);1;2;1;1;1;1;2;1;1;1;1;1;2;1;2;2;1;1;2;2;2;31; ; ; ; ;2; ; ; ;1;4;,616731
3077;2;4968;(A) openly available for all users without registration (CC BY 4.0);1;2;9;1;1;1;1;2;2;2;2;2;1;1;2;2;1;1;2;1;2;59; ; ; ; ;4; ; ; ;4;4;,633574
3077;2;4969;(A) openly available for all users without registration (CC BY 4.0);1;9;2;1;1;1;2;3;1;1;2;2;9;4;1;2;1;2;2;4;1;47; ; ; ; ;4; ; ; ;4;4;1,968562
3077;2;4970;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;2;1;2;2;1;1;2;1;3;4;1;2;1;2;2;1;2;28; ; ; ; ;8; ; ; ;3;4;1,500707
3077;2;4971;(A) openly available for all users without registration (CC BY 4.0);2;1;2;1;1;1;2;2;1;3;2;1;1;3;1;2;1;2;1;1;2;64; ; ; ; ;5; ; ; ;6;4;,633963
3077;2;4972;(A) openly available for all users without registration (CC BY 4.0);1;2;9;2;1;1;3;1;2;1;2;1;4;4;4;1;1;2;1;1;2;31; ; ; ; ;2; ; ; ;4;4;,413881
3077;2;4973;(A) openly available for all users without registration (CC BY 4.0);1;1;2;1;1;2;2;1;1;1;1;1;4;4;4;1;1;1;1;1;2;68; ; ; ; ;3; ; ; ;7;4;,703225
3077;2;4974;(A) openly available for all users without registration (CC BY 4.0);2;2;2;1;2;1;9;1;1;2;2;1;3;4;4;1;1;4;3;4;1;24; ; ; ; ;9; ; ; ;5;4;,960628
3077;2;4975;(A) openly available for all users without registration (CC BY 4.0);1;2;1;9;2;1;2;1;4;1;2;1;2;4;4;1;1;1;2;2;1;40; ; ; ; ;8; ; ; ;3;4;1,154836
3077;2;4976;(A) openly available for all users without registration (CC BY 4.0);2;2;2;1;2;1;1;1;3;1;2;2;1;4;4;1;1;1;2;1;2;30; ; ; ; ;9; ; ; ;4;4;1,016668
3077;2;4977;(A) openly available for all users without registration (CC BY 4.0);1;9;2;2;1;1;2;1;2;1;2;1;2;3;4;1;1;2;2;1;2;23; ; ; ; ;7; ; ; ;7;4;1,15977
3077;2;4978;(A) openly available for all users without registration (CC BY 4.0);2;2;2;2;2;1;2;1;2;1;1;2;2;1;4;1;1;3;1;4;2;40; ; ; ; ;9; ; ; ;7;4;,816365
3077;2;4979;(A) openly available for all users without registration (CC BY 4.0);2;2;2;1;2;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;55; ; ; ; ;4; ; ; ;5;4;,681391
3077;2;4980;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;4;1;1;2;46; ; ; ; ;1; ; ; ;3;4;1,32435
3077;2;4981;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;1;1;1;1;2;2;75; ; ; ; ;1; ; ; ;7;4;1,395985
3077;2;4982;(A) openly available for all users without registration (CC BY 4.0);2;9;2;2;1;2;1;2;9;1;2;2;3;2;3;1;1;1;1;1;2;53; ; ; ; ;1; ; ; ;3;4;1,056641
3077;2;4983;(A) openly available for all users without registration (CC BY 4.0);2;2;2;2;2;1;1;1;1;1;1;1;3;2;3;1;1;1;1;1;2;59; ; ; ; ;8; ; ; ;6;4;,946323
3077;2;4984;(A) openly available for all users without registration (CC BY 4.0);2;2;2;2;1;1;1;3;2;2;2;2;2;2;3;1;1;3;1;1;1;48; ; ; ; ;1; ; ; ;9;4;1,379876
3077;2;4985;(A) openly available for all users without registration (CC BY 4.0);2;2;2;2;2;1;1;2;2;2;2;2;2;2;3;1;1;1;1;1;2;46; ; ; ; ;5; ; ; ;3;4;,814651
3077;2;4986;(A) openly available for all users without registration (CC BY 4.0);1;2;2;2;2;1;2;1;3;2;1;2;2;2;3;1;1;4;2;2;2;50; ; ; ; ;1; ; ; ;4;4;1,272428
3077;2;4987;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;2;2;2;1;2;2;2;1;3;1;1;1;1;1;2;74; ; ; ; ;1; ; ; ;7;4;2,427287
3077;2;4988;(A) openly available for all users without registration (CC BY 4.0);2;1;2;2;2;1;1;2;2;2;2;2;2;9;2;1;1;1;1;1;2;56; ; ; ; ;1; ; ; ;7;4;1,45314
3077;2;4989;(A) openly available for all users without registration (CC BY 4.0);2;2;2;2;2;2;9;2;1;1;1;2;9;4;2;1;1;9;4;4;1;55; ; ; ; ;9; ; ; ;9;4;2,13517
3077;2;4990;(A) openly available for all users without registration (CC BY 4.0);2;2;1;1;2;1;2;3;2;1;2;1;1;4;2;1;1;1;2;1;2;35; ; ; ; ;2; ; ; ;9;4;,821686
3077;2;4991;(A) openly available for all users without registration (CC BY 4.0);9;9;2;1;1;1;1;1;1;1;1;1;1;4;2;1;1;3;1;1;2;77; ; ; ; ;1; ; ; ;5;4;1,090972
3077;2;4992;(A) openly available for all users without registration (CC BY 4.0);1;2;2;2;1;1;2;2;3;2;4;1;4;3;2;1;1;1;1;1;2;51; ; ; ; ;9; ; ; ;2;4;,87816
3077;2;4993;(A) openly available for all users without registration (CC BY 4.0);1;2;1;1;1;1;2;1;1;2;2;1;2;2;2;1;1;1;1;2;2;28; ; ; ; ;1; ; ; ;1;4;1,390421
3077;2;4994;(A) openly available for all users without registration (CC BY 4.0);1;2;1;1;1;1;1;1;2;2;2;1;1;2;2;1;1;1;1;2;2;56; ; ; ; ;3; ; ; ;4;4;,865435
3077;2;4995;(A) openly available for all users without registration (CC BY 4.0);2;2;1;1;1;2;9;1;1;1;1;1;1;2;2;1;1;1;1;1;1;74; ; ; ; ;2; ; ; ;4;4;,493796
3077;2;4996;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;1;1;2;1;2;1;3;1;2;1;1;1;1;1;2;60; ; ; ; ;8; ; ; ;4;4;1,186082
3077;2;4997;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;2;2;2;2;2;2;1;1;1;1;1;1;2;1;1;34; ; ; ; ;8; ; ; ;9;4;1,192255
3077;2;4998;(A) openly available for all users without registration (CC BY 4.0);2;9;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;57; ; ; ; ;2; ; ; ;1;4;,405777
3077;2;4999;(A) openly available for all users without registration (CC BY 4.0);2;2;2;2;1;1;2;3;2;1;1;1;1;1;1;1;1;1;1;3;2;65; ; ; ; ;3; ; ; ;4;4;,622919
3077;2;5000;(A) openly available for all users without registration (CC BY 4.0);2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;2;3;3;1;25; ; ; ; ;1; ; ; ;1;4;1,592142
3077;2;5001;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;41; ; ; ; ;2; ; ; ;9;4;,581667
3077;2;5002;(A) openly available for all users without registration (CC BY 4.0);2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;36; ; ; ; ;7; ; ; ;9;4;1,557952
3077;2;5003;(A) openly available for all users without registration (CC BY 4.0);2;2;2;2;2;2;2;1;3;1;1;1;1;1;1;1;1;1;1;1;2;60; ; ; ; ;2; ; ; ;4;4;,43995
3077;2;5004;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;2;67; ; ; ; ;6; ; ; ;4;4;1,010275
3077;2;5005;(A) openly available for all users without registration (CC BY 4.0);2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;22; ; ; ; ;5; ; ; ;1;4;1,303447
3077;2;5006;(A) openly available for all users without registration (CC BY 4.0);2;2;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;79; ; ; ; ;4; ; ; ;3;4;,654483
3077;2;5007;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;58; ; ; ; ;1; ; ; ;2;4;1,544071
3077;2;5008;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;2;2;3;1;2;1;2;2;2;4;2;1;3;1;1;38; ; ; ; ; ;2; ; ;9;5;1,395866
3077;2;5009;(A) openly available for all users without registration (CC BY 4.0);2;2;2;2;2;1;1;2;3;2;2;2;1;1;4;1;1;4;1;1;2;41; ; ; ; ; ;5; ; ;9;5;,631412
3077;2;5010;(A) openly available for all users without registration (CC BY 4.0);1;1;1;2;1;1;2;1;2;2;3;3;3;4;2;2;3;2;1;2;2;26; ; ; ; ; ;4; ; ;2;5;,632628
3077;2;5011;(A) openly available for all users without registration (CC BY 4.0);1;1;1;2;2;1;2;1;1;3;1;3;4;2;2;1;2;1;1;4;2;32; ; ; ; ; ;9; ; ;3;5;,680881
3077;2;5012;(A) openly available for all users without registration (CC BY 4.0);2;2;2;9;2;1;1;1;1;3;2;1;2;2;4;3;4;4;4;4;2;56; ; ; ; ; ;5; ; ;4;5;,497423
3077;2;5013;(A) openly available for all users without registration (CC BY 4.0);1;1;2;9;2;1;1;3;3;4;3;2;1;2;2;2;4;1;1;2;2;18; ; ; ; ; ;9; ; ;7;5;,794814
3077;2;5014;(A) openly available for all users without registration (CC BY 4.0);1;1;1;9;1;1;9;2;2;2;2;1;3;3;1;2;3;2;2;2;2;53; ; ; ; ; ;6; ; ;4;5;,836478
3077;2;5015;(A) openly available for all users without registration (CC BY 4.0);2;1;2;2;2;2;2;3;1;3;3;3;2;2;3;4;1;1;3;4;2;34; ; ; ; ; ;2; ; ;9;5;,8967
3077;2;5016;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;2;1;3;1;3;3;1;1;4;1;3;1;4;1;3;3;2;74; ; ; ; ; ;6; ; ;9;5;,823469
3077;2;5017;(A) openly available for all users without registration (CC BY 4.0);2;2;2;2;1;1;2;2;3;3;1;1;1;2;4;1;3;1;2;2;1;66; ; ; ; ; ;5; ; ;1;5;,489296
3077;2;5018;(A) openly available for all users without registration (CC BY 4.0);1;2;2;1;1;1;2;1;1;3;2;1;2;4;4;2;4;1;2;1;2;50; ; ; ; ; ;5; ; ;5;5;,497423
3077;2;5019;(A) openly available for all users without registration (CC BY 4.0);1;2;2;1;1;1;2;1;1;3;3;1;4;4;4;4;3;1;4;2;1;31; ; ; ; ; ;4; ; ;5;5;,614502
3077;2;5020;(A) openly available for all users without registration (CC BY 4.0);1;2;2;1;1;1;1;1;1;1;1;1;2;3;3;3;3;1;1;2;1;40; ; ; ; ; ;7; ; ;3;5;,876968
